ingestion_id,source_file,ingested_at,ntsb_no,event_type,mkey,event_id,report_no,report_status,report_type,most_recent_report_type,rep_gen_flag,event_date,city,state,country,latitude,longitude,airport_id,airport_name,n_number,serial_number,make,model,aircraft_category,amateur_built,number_of_engines,engine_type,far_part,scheduled,purpose_of_flight,operator,aircraft_damage,highest_injury_level,fatal_injury_count,serious_injury_count,minor_injury_count,onboard_injury_count,onground_injury_count,weather_condition,probable_cause,findings,original_published_date,docket_original_published_date,has_safety_rec,mode,docket_url,report_url
1400,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA301,ACC,200692,,,Completed,DirectorBrief,Final,,2025-07-24T20:20:00Z,Kerrville,Texas,United States,30.037970000000001,,N/A,N/A,N756XY,U20604450,CESSNA,U206G,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to confirm the fuel quantity before flight which resulted in a loss of engine power due to fuel starvation.,"Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid level, Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection, Personnel issues - Task performance - Inspection - Preflight inspection - Pilot",2025-09-18T04:00:00Z,2025-09-18T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200692,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200692/pdf
1401,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,DCA25WA279,OCC,200678,,,N/A,,Final,,2025-07-24T19:55:00Z,Cairns,Other Foreign,Australia,-16.885833000000002,,,,VH-A2T,19000179,EMBRAER,ERJ190,AIR,false,2,TF,NUSC,SCHD,,Alliance Airlines,None,None,0,0,0,0,0,,,,2025-11-04T05:00:00Z,,false,Aviation,,None
1423,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25FA273,ACC,200603,,,In work,,Prelim,,2025-07-22T10:30:00Z,Oregon,Illinois,United States,42.038871999999998,,,,N2802J,T18803515T,CESSNA,T188C,AIR,false,1,,137,,AAPL,CENTRAL STATES AERIAL LLC,Substantial,Fatal,1,0,0,1,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200603/pdf
1403,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA287,ACC,200709,,,Completed,DirectorBrief,Final,,2025-07-24T17:00:00Z,Franconia,New Hampshire,United States,44.174930000000003,,,,N103GV,3069,GROB-WERKE,TWIN ASTIR,GLI,false,0,NONE,091,,PERS,,Substantial,None,0,0,0,0,,VMC,"The pilot’s failure to detect the inadvertent deployment of the spoilers, which resulted in a prolonged, excessive descent rate. Contributing to the accident was the pilot’s decision to conduct a downwind approach versus a straight in approach to the diversionary airport, which resulted in an off-airport landing.","Personnel issues - Action/decision - Info processing/decision - Identification/recognition - Pilot, Aircraft - Aircraft systems - Flight control system - Drag control system - Incorrect use/operation, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot",2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200709,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200709/pdf
1404,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA277,ACC,200641,,,In work,,Prelim,,2025-07-24T11:00:00Z,Hardinsburg,Kentucky,United States,37.786014999999999,,I93,Breckinridge County Airport,N50LM,765,MANGELS LEIGHTON,LANCAIR360,AIR,true,1,,091,,PERS,,Substantial,Minor,0,0,2,2,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200641/pdf
1405,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,WPR25LA221,ACC,200625,,,Completed,DirectorBrief,Final,,2025-07-23T22:45:00Z,Helena,Montana,United States,46.601450999999997,,HLN,HELENA RGNL,N5204C,D-2549,BEECH,B35,AIR,false,1,REC,091,,PERS,PEACE SIGN LLC,Substantial,Minor,0,0,1,1,,VMC,The pilot’s failure to properly configure the airplane during a go-around which resulted in the airplane exceeding its critical angle of attack and an aerodynamic stall at a low altitude.,"Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Personnel issues - Action/decision - Action - Incorrect action selection - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Airspeed - Not attained/maintained",2025-09-26T04:00:00Z,2025-09-26T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200625,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200625/pdf
1406,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ANC25LA077,ACC,200628,,,In work,,Prelim,,2025-07-23T18:00:00Z,Yakutat,Alaska,United States,59.107759999999999,,,,N8457Z,205-0457,CESSNA,210-5,AIR,false,1,,135,NSCH,BUS,Yakutat Air,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200628/pdf
1407,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA286,ACC,200626,,,Completed,DirectorBrief,Final,,2025-07-23T17:55:00Z,Rushmore,Minnesota,United States,43.619399999999999,,OTG,Worthington Municipal,N2032J,1583,WEATHERLY AVIATION CO INC,620B,AIR,false,1,REC,137,,AAPL,,Substantial,Minor,0,0,1,1,0,VMC,The pilot’s failure to maintain clearance from a tree during low-level maneuvering.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Environmental issues - Physical environment - Object/animal/substance - Tree(s) - Response/compensation",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200626,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200626/pdf
1408,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA285,ACC,200624,,,Completed,DirectorBrief,Final,,2025-07-23T17:00:00Z,Walcott,Iowa,United States,41.676130999999998,,,,N802BF,802A-0116,AIR TRACTOR INC,AT-802A,AIR,false,1,TP,137,,AAPL,BLUE SKY MANAGEMENT LLC,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain clearance from the crops during an aerial application flight.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot",2025-10-23T04:00:00Z,2025-10-23T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200624,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200624/pdf
1409,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA292,ACC,200747,,,In work,,Prelim,,2025-07-23T14:00:00Z,Burlington,Vermont,United States,44,,BTV,,N112EF,309,ROCKWELL INTERNATIONAL,112,AIR,false,1,,091,,PERS,,Substantial,None,0,0,0,0,,,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200747/pdf
1410,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA284,ACC,200617,,,Completed,DirectorBrief,Final,,2025-07-23T11:45:00Z,New Hudson,Michigan,United States,42.514899999999997,,Y47,Oakland Southwest Airport,N1812J,28-24240,PIPER,PA-28-140,AIR,false,1,REC,091,,INST,ECHO AVIATION II LLC,Substantial,Minor,0,0,1,1,,VMC,The student pilot’s improper landing flare and the flight instructor’s delayed remedial action during landing that resulted in a loss of control and impact with terrain.,"Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Instructor/check pilot",2025-10-09T04:00:00Z,2025-10-09T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200617,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200617/pdf
1411,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,GAA25WA217,ACC,200644,,,N/A,,Final,,2025-07-23T09:40:00Z,Siviez,,Switzerland,,,,,HB-ZAO,,KAMAN,K-Max,HELI,false,,,NUSC,,,,Substantial,None,0,0,0,0,,,,,2025-09-23T04:00:00Z,,false,Aviation,,None
1412,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA283,ACC,200616,,,Completed,DirectorBrief,Final,,2025-07-23T09:30:00Z,Hartsburg,Illinois,United States,40.236699999999999,,PVT,PVT,N2371V,301-0420,AIR TRACTOR INC,AT-301,AIR,false,1,TP,137,,AAPL,T&M AIRCRAFT LLC,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain control of the airplane during takeoff with a tailwind from a wet turf airstrip.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Climb rate - Capability exceeded, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Pilot, Environmental issues - Physical environment - Runway/land/takeoff/taxi surface - Soft surface - Effect on operation, Environmental issues - Conditions/weather/phenomena - Wind - Tailwind - Effect on operation",2025-11-14T05:00:00Z,2025-11-14T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200616,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200616/pdf
1463,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA269,ACC,200556,,,In work,,Prelim,,2025-07-16T15:02:00Z,Sylacauga,Alabama,United States,33.172879999999999,,SCD,MERKEL FLD SYLACAUGA MUNI,N5353E,D-5856,BEECH,K35,AIR,false,1,,091,,BUS,,Substantial,Serious,0,1,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200556/pdf
1413,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA299,ACC,200676,,,Completed,DirectorBrief,Final,,2025-07-23T09:15:00Z,Grenada,Mississippi,United States,33.839832999999999,,GNF,Grenada Municipal Airport,N35025,5535,PIPER,J5A,AIR,false,1,REC,091,,INST,,Substantial,None,0,0,0,0,0,VMC,The flight instructor’s inadequate supervision of the flight and improper decision to continue with a takeoff after the airplane swerved off the runway. Contributing to the accident was the student pilot’s failure to maintain directional control of the tailwheel-equipped airplane.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Personnel issues - Action/decision - Info processing/decision - Decision making/judgment - Instructor/check pilot, Environmental issues - Physical environment - Object/animal/substance - Fence/fence post - Contributed to outcome, Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot, Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot",2026-01-09T05:00:00Z,2026-01-09T19:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200676,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200676/pdf
1414,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25FA281,ACC,200614,,,In work,,Prelim,,2025-07-23T07:30:00Z,Thibodaux,Louisiana,United States,29.801293999999999,,,,N2611,45417,BELL HELICOPTER TEXTRON,206L-1,HELI,false,1,,137,,AAPL,Joe Brigham Inc.,Destroyed,Fatal,1,0,0,1,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200614/pdf
1415,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,WPR25LA228,ACC,200656,,,In work,,Prelim,,2025-07-22T18:06:00Z,Astoria,Oregon,United States,46.157908999999997,,AST,ASTORIA RGNL,N3785Q,D-8413,BEECH,V35,AIR,false,1,,091,,PERS,GO FLY MISSOULA LLC,Substantial,None,0,0,0,0,,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200656/pdf
1416,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,WPR25LA227,ACC,200648,,,Completed,DirectorBrief,Final,,2025-07-22T17:40:00Z,Logan,Utah,United States,41.789999999999999,,LGU,Logan Cache Airport,N422K,1000,HARTLINE J BON,HARTLINE KITFOX III,AIR,true,1,REC,091,,PERS,,Substantial,Minor,0,0,1,1,,VMC,The pilot’s failure to maintain airplane control during takeoff in variable wind and high density altitude conditions.,"Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Environmental issues - Conditions/weather/phenomena - Temp/humidity/pressure - High density altitude - Effect on operation, Personnel issues - Task performance - Planning/preparation - Weather planning - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained",2025-10-02T04:00:00Z,2025-10-02T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200648,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200648/pdf
1417,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA290,ACC,200642,,,Completed,DirectorBrief,Final,,2025-07-22T17:15:00Z,Lansing,Illinois,United States,41.531115999999997,,IGO,Lansing,N737HN,R18200829,CESSNA,R182,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot's failure to extend the landing gear before landing due to his distraction of other traffic and failure to follow his landing procedures.,"Personnel issues - Action/decision - Action - Forgotten action/omission - Pilot, Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated, Personnel issues - Psychological - Attention/monitoring - Attention - Pilot, Personnel issues - Task performance - Use of equip/info - Use of policy/procedure - Pilot",2025-12-04T05:00:00Z,2025-12-04T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200642,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200642/pdf
1418,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA279,ACC,200612,,,Completed,DirectorBrief,Final,,2025-07-22T15:32:00Z,Oshkosh,Wisconsin,United States,43.975447000000003,,KOSH,Wittman,N71AW,1123,Dyke Delta,JD-2,AIR,true,1,REC,091,,ASHO,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain control of the airplane while landing with a tailwind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-10-02T04:00:00Z,2025-10-02T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200612,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200612/pdf
1419,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA277,ACC,200610,,,In work,,Prelim,,2025-07-22T15:00:00Z,Maynard,Iowa,United States,42.75996,,,,N88911,0602,ROBINSON HELICOPTER CO,R66,HELI,false,1,,137,,AAPL,MIDWEST AVIATION LLC,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200610/pdf
1420,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA276,ACC,200609,,,Completed,DirectorBrief,Final,,2025-07-22T14:22:00Z,Centralia,Missouri,United States,39.211599999999997,,,,N1534D,402A-0855,"AIR TRACTOR, INC.",AT-402A,AIR,false,1,TP,137,,,EDGE AVIATION LLC,Substantial,Serious,0,1,0,1,,VMC,The pilot’s failure to maintain clearance from power lines during low-level maneuvering.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot",2025-10-09T04:00:00Z,2025-10-09T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200609,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200609/pdf
1421,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA274,ACC,200605,,,Completed,DirectorBrief,Final,,2025-07-22T11:30:00Z,Hastings,Nebraska,United States,40.568013999999998,,,,N502KB,502B-2748,AIR TRACTOR,AT502,AIR,false,1,TP,137,,AAPL,MEYERS AERIAL SERVICE LLC,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain clearance from powerlines while maneuvering at low altitude.,"Personnel issues - Psychological - Attention/monitoring - Monitoring environment - Pilot, Environmental issues - Physical environment - Object/animal/substance - Wire - Awareness of condition, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Altitude - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot",2025-10-02T04:00:00Z,2025-10-02T17:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200605,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200605/pdf
1422,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,GAA25WA244,ACC,200868,,,N/A,,Prelim,,2025-07-22T11:16:00Z,Azzano Mella,Other Foreign,Italy,,,,,I-E607,,ProMecc Aerosapce,Freccia FG,AIR,false,,,NUSN,,,,Destroyed,Fatal,2,0,0,2,0,,,,,,false,Aviation,,None
1424,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA276,ACC,200622,,,Completed,DirectorBrief,Final,,2025-07-22T10:30:00Z,Farmingdale,New York,United States,40.726737,,FRG,Republic Airport,N67722,560,HOWARD AIRCRAFT,DGA-15P,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain directional control of the airplane while landing in a crosswind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Response/compensation",2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200622,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200622/pdf
1425,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA278,ACC,200611,,,In work,,Prelim,,2025-07-21T19:56:00Z,Oshkosh,Wisconsin,United States,43.991079999999997,,OSH,WITTMAN RGNL,C-GPDZ,,RAVIN,500,AIR,true,1,,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200611/pdf
1426,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25FA269,ACC,200598,,,In work,,Prelim,,2025-07-21T18:28:00Z,Granite Falls,Minnesota,United States,44.761330999999998,,GDB,Granite Falls Municipal Airport,N339L,530432,AERO VODOCHODY,L-39C,AIR,false,1,,091,,INST,L39 Aircraft LLC,Substantial,Fatal,1,1,0,2,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200598/pdf
1427,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25FA270,ACC,200599,,,In work,,Prelim,,2025-07-21T17:27:00Z,Lowell,Michigan,United States,42.959460999999997,,,,N21KL,140933,Van's Aircraft,RV-14,AIR,true,1,,091,,PERS,,Destroyed,Fatal,2,0,0,2,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200599/pdf
1428,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,DCA25WA292,INC,200792,,,N/A,,Final,,2025-07-21T15:26:00Z,Ciudad de México,,Mexico,19.436299999999999,,MMMX,Licenciado Benito Juarez International Airport,N3766,30820,BOEING,737-832,AIR,false,2,TF,121,SCHD,,DELTA AIR LINES INC,None,None,0,0,0,0,,,,,2025-10-08T04:00:00Z,,false,Aviation,,None
1429,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,DCA25LA269,ACC,200620,,,Completed,DirectorBrief,Final,,2025-07-21T14:01:00Z,Jacksonville,Georgia,United States,30.770700000000001,,,,N229JQ,17000219,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,AIR,false,2,TF,121,SCHD,,DELTA AIR LINES INC,None,Serious,0,1,0,1,,IMC,The airplane’s encounter with unanticipated moderate turbulence.,"Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Effect on operation, Environmental issues - Conditions/weather/phenomena - Turbulence - Convective turbulence - Awareness of condition",2026-03-17T04:00:00Z,2026-03-17T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200620,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200620/pdf
1430,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA275,ACC,200596,,,Completed,DirectorBrief,Final,,2025-07-21T11:48:00Z,San Juan,Puerto Rico,United States,18.456778,,SIG,Fernando Luis Ribas Dominicci Airport,N4187U,2843201,PIPER,PA28,AIR,false,1,REC,091,,INST,INTER AMERICAN UNIVERSITY OF PUERTO RICO,Substantial,None,0,0,0,0,,VMC,"The student pilot’s excessing pitch attitude during takeoff, which resulted in a loss of aircraft control and aerodynamic stall.","Personnel issues - Task performance - Use of equip/info - Aircraft control - Student/instructed pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Pitch control - Not attained/maintained, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Angle of attack - Capability exceeded",2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200596,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200596/pdf
1431,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ERA25LA274,ACC,200592,,,Completed,DirectorBrief,Final,,2025-07-21T11:30:00Z,Versailles,Kentucky,United States,38.045780999999998,,,,N8670Z,P206-0470,CESSNA,TP206C,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,IMC,"The pilot’s mismanagement of the airplane’s available fuel supply, which resulted in fuel starvation and a subsequent total loss of engine power.","Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot, Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid management",2025-11-20T05:00:00Z,2025-11-20T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200592,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200592/pdf
1432,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA282,ACC,200615,,,In work,,Prelim,,2025-07-21T08:45:00Z,Crosby,Texas,United States,29.946490000000001,,,,N93HP,21064843,CESSNA,T210N,AIR,false,1,,091,,PERS,AXE CAPITOL INC,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200615/pdf
1433,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,DCA25WA271,INC,200623,,,N/A,,Final,,2025-07-21T00:05:00Z,Hobart Aerodrome,,Australia,-42.704360999999999,,,,VH-YFY,,BOEING,737-800,AIR,false,,,NUSC,,,Virgin Australia,None,,,,,,,,,,2025-11-04T05:00:00Z,,false,Aviation,,None
1434,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA268,ACC,200595,,,Completed,DirectorBrief,Final,,2025-07-20T21:25:00Z,Baraboo,Wisconsin,United States,43.522025999999997,,DLL,Baraboo/Wisconsin Dells,N9623Q,22840,CESSNA,305A,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,The pilot’s failure to maintain directional control during landing.,"Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained",2025-09-05T04:00:00Z,2025-09-05T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200595,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200595/pdf
1435,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA265,ACC,200590,,,In work,,Prelim,,2025-07-20T16:45:00Z,Oshkosh,Wisconsin,United States,43.990955999999997,,OSH,,N53TL,88,QUESTAIR,VENTURE,AIR,true,1,,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,,,,,false,Aviation,,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200590/pdf
1436,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA264,ACC,200584,,,Completed,DirectorBrief,Final,,2025-07-20T15:15:00Z,Pipestone,Minnesota,United States,43.984720000000003,,PQN,PIPESTONE MUNI,N6557Q,A-57,ALON,A2,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,0,VMC,"The failure of the left brake to release due to corrosion and pitting of the caliper piston and bore, which resulted in a runway excursion.",Aircraft - Aircraft systems - Landing gear system - Master cylinder/brake valve - Fatigue/wear/corrosion,2026-01-09T05:00:00Z,2026-01-09T19:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200584,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200584/pdf
1437,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,GAA25WA282,ACC,202317,,,N/A,,,,2025-07-20T15:00:00Z,Kelvinhaugh,,Australia,,,,,VH-EYQ,,Riems Aviaition S.A.,F406,,false,,,,,,,,Fatal,2,0,0,2,,,,,,,false,Aviation,,None
1438,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,CEN25LA315,ACC,200759,,,Completed,DirectorBrief,Final,,2025-07-20T13:50:00Z,Faith,South Dakota,United States,45.034939999999999,,D07,Faith Municipal Airport,N3443C,26486,CESSNA,170B,AIR,false,1,REC,091,,PERS,,Substantial,None,0,0,0,0,,VMC,The pilot's failure to maintain directional control during the landing roll with crosswind.,"Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained, Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot, Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation",2025-12-04T05:00:00Z,2025-12-04T18:00:00Z,false,Aviation,https://data.ntsb.gov/Docket?ProjectID=200759,https://data.ntsb.gov/carol-repgen/api/Aviation/ReportMain/GenerateNewestReport/200759/pdf
1439,cases2026-04-01_20-54 2.csv,2026-04-03 04:05:44.452965+00:00,ENG25WA056,ACC,201991,,,N/A,,Final,,2025-07-20T13:30:00Z,"Britânia, state of Goiás",Other Foreign,Brazil,,,,,PR-CBG,14765,AgustaWestlands,AW119 MKII,HELI,false,,TS,NUSN,,,Military Firefighters of Brazil,Unknown,,,,,,,,,,2026-01-20T05:00:00Z,,false,Aviation,,None
