finding_key,mkey,vehicle_num,finding_num,finding_code,finding_text,finding_report_text,in_probable_cause,silver_loaded_at
363,200894,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
364,200841,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
365,200841,1,2,0106202320,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Lateral/bank control - Not attained/maintained,Aircraft Lateral/bank control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
366,200845,1,1,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
367,200845,1,2,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
368,200845,1,3,0303404582,Environmental issues - Conditions/weather/phenomena - Wind - Gusts - Effect on operation,Environmental issues Gusts - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
369,200845,1,4,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
370,200837,1,3,0102322002,Aircraft - Aircraft systems - Landing gear system - Nose/tail landing gear - Malfunction,Aircraft Nose/tail landing gear - Malfunction,True,2026-04-03 04:05:44.570293+00:00
371,200837,1,4,0106202021,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Attain/maintain not possible,Aircraft Directional control - Attain/maintain not possible,True,2026-04-03 04:05:44.570293+00:00
372,200852,1,3,0202151040,Personnel issues - Psychological - Attention/monitoring - Attention - Instructor/check pilot,Personnel issues Attention - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
373,200858,1,3,0204000044,Personnel issues - Action/decision - (general) - (general) - Pilot,Personnel issues (general) - Pilot,True,2026-04-03 04:05:44.570293+00:00
374,200858,1,4,0106103008,Aircraft - Aircraft oper/perf/capability - Aircraft capability - Landing distance - Capability exceeded,Aircraft Landing distance - Capability exceeded,True,2026-04-03 04:05:44.570293+00:00
375,200858,1,5,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
376,200835,1,1,0206151046,Personnel issues - Task performance - Inspection - Preflight inspection - Student/instructed pilot,Personnel issues Preflight inspection - Student/instructed pilot,True,2026-04-03 04:05:44.570293+00:00
377,200859,1,1,0107101524,Aircraft - Fluids/misc hardware - Fluids - Hydraulic fluid - Fluid level,Aircraft Hydraulic fluid - Fluid level,True,2026-04-03 04:05:44.570293+00:00
378,200883,1,1,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
379,200883,1,2,0302101582,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation,Environmental issues Rough terrain - Effect on operation,False,2026-04-03 04:05:44.570293+00:00
380,200831,1,1,0106200020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - (general) - Not attained/maintained,Aircraft (general) - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
381,200831,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
382,200831,1,3,0301703591,Environmental issues - Operating environment - Airport facilities/design - Runway/landing area condition - Contributed to outcome,Environmental issues Runway/landing area condition - Contributed to outcome,True,2026-04-03 04:05:44.570293+00:00
383,200984,1,1,0102323002,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Malfunction,Aircraft Gear extension and retract sys - Malfunction,True,2026-04-03 04:05:44.570293+00:00
384,200984,1,2,0206301544,Personnel issues - Task performance - Use of equip/info - Use of equip/system - Pilot,Personnel issues Use of equip/system - Pilot,True,2026-04-03 04:05:44.570293+00:00
385,200984,1,3,0102323010,Aircraft - Aircraft systems - Landing gear system - Gear extension and retract sys - Not used/operated,Aircraft Gear extension and retract sys - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
386,200860,1,1,0206151044,Personnel issues - Task performance - Inspection - Preflight inspection - Pilot,Personnel issues Preflight inspection - Pilot,True,2026-04-03 04:05:44.570293+00:00
387,200860,1,2,0107101023,Aircraft - Fluids/misc hardware - Fluids - Fuel - Fluid condition,Aircraft Fuel - Fluid condition,True,2026-04-03 04:05:44.570293+00:00
388,200860,1,4,0107101015,Aircraft - Fluids/misc hardware - Fluids - Fuel - Inadequate inspection,Aircraft Fuel - Inadequate inspection,True,2026-04-03 04:05:44.570293+00:00
389,200819,1,1,0102321106,Aircraft - Aircraft systems - Landing gear system - Main landing gear attach sec - Fatigue/wear/corrosion,Aircraft Main landing gear attach sec - Fatigue/wear/corrosion,True,2026-04-03 04:05:44.570293+00:00
390,200819,1,2,0302101582,Environmental issues - Physical environment - Terrain - Rough terrain - Effect on operation,Environmental issues Rough terrain - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
391,200829,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
392,200884,1,1,0102275010,Aircraft - Aircraft systems - Flight control system - TE flap control system - Not used/operated,Aircraft TE flap control system - Not used/operated,True,2026-04-03 04:05:44.570293+00:00
393,200884,1,3,0206303044,Personnel issues - Task performance - Use of equip/info - Use of checklist - Pilot,Personnel issues Use of checklist - Pilot,True,2026-04-03 04:05:44.570293+00:00
394,200822,1,1,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
395,200822,1,2,0106202020,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Directional control - Not attained/maintained,Aircraft Directional control - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
396,200822,1,3,0303404082,Environmental issues - Conditions/weather/phenomena - Wind - Crosswind - Effect on operation,Environmental issues Crosswind - Effect on operation,True,2026-04-03 04:05:44.570293+00:00
397,201731,1,1,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
398,201731,1,2,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
399,201731,1,3,0204101544,Personnel issues - Action/decision - Action - Incorrect action performance - Pilot,Personnel issues Incorrect action performance - Pilot,True,2026-04-03 04:05:44.570293+00:00
400,200872,1,1,0302205291,Environmental issues - Physical environment - Object/animal/substance - Hidden/submerged object - Contributed to outcome,Environmental issues Hidden/submerged object - Contributed to outcome,False,2026-04-03 04:05:44.570293+00:00
401,200872,1,2,0204101044,Personnel issues - Action/decision - Action - Incorrect action selection - Pilot,Personnel issues Incorrect action selection - Pilot,True,2026-04-03 04:05:44.570293+00:00
402,200872,1,3,0103534308,Aircraft - Aircraft structures - Fuselage - Gear attach fittings (on fus) - Capability exceeded,Aircraft Gear attach fittings (on fus) - Capability exceeded,False,2026-04-03 04:05:44.570293+00:00
403,200828,1,4,0106204120,Aircraft - Aircraft oper/perf/capability - Performance/control parameters - Landing flare - Not attained/maintained,Aircraft Landing flare - Not attained/maintained,True,2026-04-03 04:05:44.570293+00:00
404,200828,1,5,0206304044,Personnel issues - Task performance - Use of equip/info - Aircraft control - Pilot,Personnel issues Aircraft control - Pilot,True,2026-04-03 04:05:44.570293+00:00
405,200828,1,6,0204102540,Personnel issues - Action/decision - Action - Delayed action - Instructor/check pilot,Personnel issues Delayed action - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
406,200828,1,7,0202153540,Personnel issues - Psychological - Attention/monitoring - Monitoring other person - Instructor/check pilot,Personnel issues Monitoring other person - Instructor/check pilot,True,2026-04-03 04:05:44.570293+00:00
